Card,Block,Category/Count,Games,Win Rate,Play Rate,Weighted Play Rate,Weighted Inclusion Rate,Pool Size,Mock's Initial Ratings
"•Ulaire Enquea, Lieutenant of Morgul",All Blocks (PC),Any,1603,0.4853,0.4567,Unknown,41.29,3741,Over Played?
"Elven Bow",Fellowship Block (PC),1,96,0.4063,0.0701,Unknown,Unknown,556,outlier
"Elven Bow",Fellowship Block (PC),2,83,0.5542,0.0606,Unknown,Unknown,556,outlier
"Elven Bow",Fellowship Block (PC),3,24,0.3750,0.0175,Unknown,Unknown,556,Redeemable?
"Elven Bow",Fellowship Block (PC),4,65,0.4308,0.0474,Unknown,Unknown,556,outlier
"Elven Bow",Fellowship Block (PC),Any,268,0.4552,0.1956,Unknown,2.64,556,Meta Staple
"Elven Bow",Movie Block (PC),1,14,0.9286,0.0079,Unknown,Unknown,1337,All it does is Win
"Elven Bow",Movie Block (PC),2,37,0.3243,0.0209,Unknown,Unknown,1337,Redeemable?
"Elven Bow",Movie Block (PC),3,78,0.3974,0.0440,Unknown,Unknown,1337,Redeemable?
"Elven Bow",Movie Block (PC),4,86,0.5233,0.0485,Unknown,Unknown,1337,outlier
"Elven Bow",Movie Block (PC),Any,215,0.4698,0.1212,Unknown,3.96,1337,Meta Staple
"Elven Bow",Expanded (PC),1,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"Elven Bow",Expanded (PC),2,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"Elven Bow",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Elven Bow",Expanded (PC),4,12,0.6667,0.0328,Unknown,Unknown,1848,outlier
"Elven Bow",Expanded (PC),Any,19,0.6316,0.0519,Unknown,2.17,1848,Standard Power Picks
"Elven Bow",All Blocks (PC),Any,502,0.4681,0.1430,Unknown,12.93,3741,Over Played?
"Gates of the Dead City",Fellowship Block (PC),1,3,0.3333,0.0022,Unknown,Unknown,556,Redeemable?
"Gates of the Dead City",Fellowship Block (PC),2,12,0.3333,0.0088,Unknown,Unknown,556,Redeemable?
"Gates of the Dead City",Fellowship Block (PC),3,19,0.5263,0.0139,Unknown,Unknown,556,outlier
"Gates of the Dead City",Fellowship Block (PC),4,18,0.3333,0.0131,Unknown,Unknown,556,Redeemable?
"Gates of the Dead City",Fellowship Block (PC),Any,52,0.4038,0.0380,Unknown,0.51,556,Average
"Gates of the Dead City",Movie Block (PC),3,7,0.4286,0.0039,Unknown,Unknown,1337,outlier
"Gates of the Dead City",Movie Block (PC),4,46,0.7174,0.0259,Unknown,Unknown,1337,outlier
"Gates of the Dead City",Movie Block (PC),Any,53,0.6792,0.0299,Unknown,0.98,1337,Sleeper or Niche Power Picks
"Gates of the Dead City",Expanded (PC),2,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"Gates of the Dead City",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Gates of the Dead City",Expanded (PC),4,3,0.0000,0.0082,Unknown,Unknown,1848,Trash
"Gates of the Dead City",Expanded (PC),Any,7,0.2857,0.0191,Unknown,0.80,1848,Redeemable?
"Gates of the Dead City",All Blocks (PC),Any,112,0.5268,0.0319,Unknown,2.89,3741,Meta Staple
"•Ulaire Cantea, Lieutenant of Dol Guldur",Fellowship Block (PC),1,103,0.4563,0.0752,Unknown,Unknown,556,outlier
"•Ulaire Cantea, Lieutenant of Dol Guldur",Fellowship Block (PC),2,50,0.3800,0.0365,Unknown,Unknown,556,Redeemable?
"•Ulaire Cantea, Lieutenant of Dol Guldur",Fellowship Block (PC),3,105,0.5429,0.0766,Unknown,Unknown,556,outlier
"•Ulaire Cantea, Lieutenant of Dol Guldur",Fellowship Block (PC),4,71,0.5915,0.0518,Unknown,Unknown,556,outlier
"•Ulaire Cantea, Lieutenant of Dol Guldur",Fellowship Block (PC),Any,329,0.5015,0.2401,Unknown,3.24,556,Meta Staple
"•Ulaire Cantea, Lieutenant of Dol Guldur",Movie Block (PC),1,12,0.1667,0.0068,Unknown,Unknown,1337,Trash
"•Ulaire Cantea, Lieutenant of Dol Guldur",Movie Block (PC),3,6,0.5000,0.0034,Unknown,Unknown,1337,outlier
"•Ulaire Cantea, Lieutenant of Dol Guldur",Movie Block (PC),Any,18,0.2778,0.0101,Unknown,0.33,1337,Redeemable?
"•Ulaire Cantea, Lieutenant of Dol Guldur",Expanded (PC),2,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Ulaire Cantea, Lieutenant of Dol Guldur",Expanded (PC),Any,1,1.0000,0.0027,Unknown,0.11,1848,All it does is Win
"•Ulaire Cantea, Lieutenant of Dol Guldur",All Blocks (PC),Any,348,0.4914,0.0991,Unknown,8.96,3741,Over Played?
"Secret Sentinels",Fellowship Block (PC),1,34,0.5294,0.0248,Unknown,Unknown,556,outlier
"Secret Sentinels",Fellowship Block (PC),2,301,0.5050,0.2197,Unknown,Unknown,556,outlier
"Secret Sentinels",Fellowship Block (PC),3,189,0.5556,0.1380,Unknown,Unknown,556,outlier
"Secret Sentinels",Fellowship Block (PC),4,70,0.6714,0.0511,Unknown,Unknown,556,outlier
"Secret Sentinels",Fellowship Block (PC),Any,594,0.5421,0.4336,Unknown,5.85,556,Meta Staple
"Secret Sentinels",Movie Block (PC),1,4,0.2500,0.0023,Unknown,Unknown,1337,Redeemable?
"Secret Sentinels",Movie Block (PC),2,54,0.4630,0.0304,Unknown,Unknown,1337,outlier
"Secret Sentinels",Movie Block (PC),3,8,0.2500,0.0045,Unknown,Unknown,1337,Redeemable?
"Secret Sentinels",Movie Block (PC),4,5,0.4000,0.0028,Unknown,Unknown,1337,outlier
"Secret Sentinels",Movie Block (PC),Any,71,0.4225,0.0400,Unknown,1.31,1337,Average
"Secret Sentinels",Expanded (PC),2,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"Secret Sentinels",Expanded (PC),4,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Secret Sentinels",Expanded (PC),Any,4,0.7500,0.0109,Unknown,0.46,1848,outlier
"Secret Sentinels",All Blocks (PC),Any,669,0.5306,0.1906,Unknown,17.23,3741,Over Played?
"•Rumil, Elven Protector",Fellowship Block (PC),1,495,0.5232,0.3613,Unknown,Unknown,556,outlier
"•Rumil, Elven Protector",Fellowship Block (PC),2,78,0.5641,0.0569,Unknown,Unknown,556,outlier
"•Rumil, Elven Protector",Fellowship Block (PC),Any,573,0.5288,0.4182,Unknown,5.65,556,Meta Staple
"•Rumil, Elven Protector",Movie Block (PC),1,53,0.4528,0.0299,Unknown,Unknown,1337,outlier
"•Rumil, Elven Protector",Movie Block (PC),Any,53,0.4528,0.0299,Unknown,0.98,1337,Average
"•Rumil, Elven Protector",Expanded (PC),1,3,0.6667,0.0082,Unknown,Unknown,1848,outlier
"•Rumil, Elven Protector",Expanded (PC),Any,3,0.6667,0.0082,Unknown,0.34,1848,Sleeper or Niche Power Picks
"•Rumil, Elven Protector",All Blocks (PC),Any,629,0.5231,0.1792,Unknown,16.20,3741,Over Played?
"•Ulaire Enquea, Ringwraith in Twilight",Fellowship Block (PC),1,47,0.4894,0.0343,Unknown,Unknown,556,outlier
"•Ulaire Enquea, Ringwraith in Twilight",Fellowship Block (PC),2,84,0.4048,0.0613,Unknown,Unknown,556,outlier
"•Ulaire Enquea, Ringwraith in Twilight",Fellowship Block (PC),3,9,0.2222,0.0066,Unknown,Unknown,556,Trash
"•Ulaire Enquea, Ringwraith in Twilight",Fellowship Block (PC),4,10,0.4000,0.0073,Unknown,Unknown,556,outlier
"•Ulaire Enquea, Ringwraith in Twilight",Fellowship Block (PC),Any,150,0.4200,0.1095,Unknown,1.48,556,Average
"•Ulaire Enquea, Ringwraith in Twilight",Movie Block (PC),1,6,0.3333,0.0034,Unknown,Unknown,1337,Redeemable?
"•Ulaire Enquea, Ringwraith in Twilight",Movie Block (PC),2,44,0.3182,0.0248,Unknown,Unknown,1337,Redeemable?
"•Ulaire Enquea, Ringwraith in Twilight",Movie Block (PC),3,54,0.5370,0.0304,Unknown,Unknown,1337,outlier
"•Ulaire Enquea, Ringwraith in Twilight",Movie Block (PC),4,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"•Ulaire Enquea, Ringwraith in Twilight",Movie Block (PC),Any,105,0.4286,0.0592,Unknown,1.93,1337,High Play Rate
"•Ulaire Enquea, Ringwraith in Twilight",Expanded (PC),2,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"•Ulaire Enquea, Ringwraith in Twilight",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Ulaire Enquea, Ringwraith in Twilight",Expanded (PC),4,4,0.2500,0.0109,Unknown,Unknown,1848,Redeemable?
"•Ulaire Enquea, Ringwraith in Twilight",Expanded (PC),Any,7,0.1429,0.0191,Unknown,0.80,1848,Trash
"•Ulaire Enquea, Ringwraith in Twilight",All Blocks (PC),Any,262,0.4160,0.0746,Unknown,6.75,3741,Meta Staple
"•Ulaire Nelya, Ringwraith in Twilight",Fellowship Block (PC),1,100,0.5100,0.0730,Unknown,Unknown,556,outlier
"•Ulaire Nelya, Ringwraith in Twilight",Fellowship Block (PC),2,77,0.4675,0.0562,Unknown,Unknown,556,outlier
"•Ulaire Nelya, Ringwraith in Twilight",Fellowship Block (PC),3,66,0.4697,0.0482,Unknown,Unknown,556,outlier
"•Ulaire Nelya, Ringwraith in Twilight",Fellowship Block (PC),4,24,0.4583,0.0175,Unknown,Unknown,556,outlier
"•Ulaire Nelya, Ringwraith in Twilight",Fellowship Block (PC),Any,267,0.4831,0.1949,Unknown,2.63,556,Meta Staple
"•Ulaire Nelya, Ringwraith in Twilight",Movie Block (PC),1,28,0.2857,0.0158,Unknown,Unknown,1337,Redeemable?
"•Ulaire Nelya, Ringwraith in Twilight",Movie Block (PC),2,76,0.5132,0.0428,Unknown,Unknown,1337,outlier
"•Ulaire Nelya, Ringwraith in Twilight",Movie Block (PC),3,24,0.3750,0.0135,Unknown,Unknown,1337,Redeemable?
"•Ulaire Nelya, Ringwraith in Twilight",Movie Block (PC),4,31,0.4194,0.0175,Unknown,Unknown,1337,outlier
"•Ulaire Nelya, Ringwraith in Twilight",Movie Block (PC),Any,159,0.4340,0.0896,Unknown,2.93,1337,Meta Staple
"•Ulaire Nelya, Ringwraith in Twilight",Expanded (PC),1,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"•Ulaire Nelya, Ringwraith in Twilight",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Ulaire Nelya, Ringwraith in Twilight",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Ulaire Nelya, Ringwraith in Twilight",Expanded (PC),4,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"•Ulaire Nelya, Ringwraith in Twilight",Expanded (PC),Any,6,0.3333,0.0164,Unknown,0.69,1848,Redeemable?
"•Ulaire Nelya, Ringwraith in Twilight",All Blocks (PC),Any,432,0.4630,0.1231,Unknown,11.13,3741,Over Played?
"•The Witch-king, Lord of the Nazgul",Fellowship Block (PC),1,11,0.4545,0.0080,Unknown,Unknown,556,outlier
"•The Witch-king, Lord of the Nazgul",Fellowship Block (PC),2,103,0.4175,0.0752,Unknown,Unknown,556,outlier
"•The Witch-king, Lord of the Nazgul",Fellowship Block (PC),3,52,0.4038,0.0380,Unknown,Unknown,556,outlier
"•The Witch-king, Lord of the Nazgul",Fellowship Block (PC),4,54,0.4444,0.0394,Unknown,Unknown,556,outlier
"•The Witch-king, Lord of the Nazgul",Fellowship Block (PC),Any,220,0.4227,0.1606,Unknown,2.17,556,High Play Rate
"•The Witch-king, Lord of the Nazgul",Movie Block (PC),1,11,0.3636,0.0062,Unknown,Unknown,1337,Redeemable?
"•The Witch-king, Lord of the Nazgul",Movie Block (PC),2,14,0.4286,0.0079,Unknown,Unknown,1337,outlier
"•The Witch-king, Lord of the Nazgul",Movie Block (PC),3,27,0.2593,0.0152,Unknown,Unknown,1337,Redeemable?
"•The Witch-king, Lord of the Nazgul",Movie Block (PC),4,78,0.4872,0.0440,Unknown,Unknown,1337,outlier
"•The Witch-king, Lord of the Nazgul",Movie Block (PC),Any,130,0.4231,0.0733,Unknown,2.39,1337,High Play Rate
"•The Witch-king, Lord of the Nazgul",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•The Witch-king, Lord of the Nazgul",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•The Witch-king, Lord of the Nazgul",Expanded (PC),4,5,0.2000,0.0137,Unknown,Unknown,1848,Trash
"•The Witch-king, Lord of the Nazgul",Expanded (PC),Any,7,0.1429,0.0191,Unknown,0.80,1848,Trash
"•The Witch-king, Lord of the Nazgul",All Blocks (PC),Any,357,0.4174,0.1017,Unknown,9.20,3741,Over Played?
"•Aragorn's Bow",Fellowship Block (PC),1,812,0.5049,0.5927,Unknown,Unknown,556,outlier
"•Aragorn's Bow",Fellowship Block (PC),2,129,0.4651,0.0942,Unknown,Unknown,556,outlier
"•Aragorn's Bow",Fellowship Block (PC),3,17,0.5294,0.0124,Unknown,Unknown,556,outlier
"•Aragorn's Bow",Fellowship Block (PC),Any,958,0.5000,0.6993,Unknown,9.44,556,Over Played?
"•Aragorn's Bow",Movie Block (PC),1,147,0.3469,0.0829,Unknown,Unknown,1337,Redeemable?
"•Aragorn's Bow",Movie Block (PC),2,78,0.5128,0.0440,Unknown,Unknown,1337,outlier
"•Aragorn's Bow",Movie Block (PC),Any,225,0.4044,0.1268,Unknown,4.14,1337,Meta Staple
"•Aragorn's Bow",Expanded (PC),1,8,0.5000,0.0219,Unknown,Unknown,1848,outlier
"•Aragorn's Bow",Expanded (PC),2,6,0.5000,0.0164,Unknown,Unknown,1848,outlier
"•Aragorn's Bow",Expanded (PC),Any,14,0.5000,0.0383,Unknown,1.60,1848,High Play Rate
"•Aragorn's Bow",All Blocks (PC),Any,1197,0.4820,0.3410,Unknown,30.83,3741,Over Played?
"Power According to His Stature",Fellowship Block (PC),1,145,0.3862,0.1058,Unknown,Unknown,556,Redeemable?
"Power According to His Stature",Fellowship Block (PC),2,109,0.5046,0.0796,Unknown,Unknown,556,outlier
"Power According to His Stature",Fellowship Block (PC),3,21,0.4286,0.0153,Unknown,Unknown,556,outlier
"Power According to His Stature",Fellowship Block (PC),4,12,0.3333,0.0088,Unknown,Unknown,556,Redeemable?
"Power According to His Stature",Fellowship Block (PC),Any,287,0.4321,0.2095,Unknown,2.83,556,Meta Staple
"Power According to His Stature",Movie Block (PC),1,39,0.3846,0.0220,Unknown,Unknown,1337,Redeemable?
"Power According to His Stature",Movie Block (PC),2,89,0.5169,0.0502,Unknown,Unknown,1337,outlier
"Power According to His Stature",Movie Block (PC),3,23,0.2609,0.0130,Unknown,Unknown,1337,Redeemable?
"Power According to His Stature",Movie Block (PC),4,9,0.2222,0.0051,Unknown,Unknown,1337,Trash
"Power According to His Stature",Movie Block (PC),Any,160,0.4313,0.0902,Unknown,2.95,1337,Meta Staple
"Power According to His Stature",Expanded (PC),2,3,0.3333,0.0082,Unknown,Unknown,1848,Redeemable?
"Power According to His Stature",Expanded (PC),Any,3,0.3333,0.0082,Unknown,0.34,1848,Redeemable?
"Power According to His Stature",All Blocks (PC),Any,450,0.4311,0.1282,Unknown,11.59,3741,Over Played?
"Blade Tip",Fellowship Block (PC),1,31,0.4516,0.0226,Unknown,Unknown,556,outlier
"Blade Tip",Fellowship Block (PC),2,73,0.4658,0.0533,Unknown,Unknown,556,outlier
"Blade Tip",Fellowship Block (PC),3,52,0.5192,0.0380,Unknown,Unknown,556,outlier
"Blade Tip",Fellowship Block (PC),4,83,0.5542,0.0606,Unknown,Unknown,556,outlier
"Blade Tip",Fellowship Block (PC),Any,239,0.5063,0.1745,Unknown,2.36,556,High Play Rate
"Blade Tip",Movie Block (PC),2,3,0.6667,0.0017,Unknown,Unknown,1337,outlier
"Blade Tip",Movie Block (PC),3,4,0.2500,0.0023,Unknown,Unknown,1337,Redeemable?
"Blade Tip",Movie Block (PC),4,13,0.3077,0.0073,Unknown,Unknown,1337,Redeemable?
"Blade Tip",Movie Block (PC),Any,20,0.3500,0.0113,Unknown,0.37,1337,Redeemable?
"Blade Tip",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Blade Tip",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"Blade Tip",All Blocks (PC),Any,260,0.4923,0.0741,Unknown,6.70,3741,Meta Staple
"•Ulaire Attea, Keeper of Dol Guldur",Fellowship Block (PC),1,13,0.2308,0.0095,Unknown,Unknown,556,Trash
"•Ulaire Attea, Keeper of Dol Guldur",Fellowship Block (PC),2,54,0.4630,0.0394,Unknown,Unknown,556,outlier
"•Ulaire Attea, Keeper of Dol Guldur",Fellowship Block (PC),3,88,0.5455,0.0642,Unknown,Unknown,556,outlier
"•Ulaire Attea, Keeper of Dol Guldur",Fellowship Block (PC),4,74,0.6081,0.0540,Unknown,Unknown,556,outlier
"•Ulaire Attea, Keeper of Dol Guldur",Fellowship Block (PC),Any,229,0.5284,0.1672,Unknown,2.26,556,High Play Rate
"•Ulaire Attea, Keeper of Dol Guldur",Movie Block (PC),1,30,0.3333,0.0169,Unknown,Unknown,1337,Redeemable?
"•Ulaire Attea, Keeper of Dol Guldur",Movie Block (PC),2,31,0.6452,0.0175,Unknown,Unknown,1337,outlier
"•Ulaire Attea, Keeper of Dol Guldur",Movie Block (PC),3,81,0.5926,0.0457,Unknown,Unknown,1337,outlier
"•Ulaire Attea, Keeper of Dol Guldur",Movie Block (PC),4,9,0.2222,0.0051,Unknown,Unknown,1337,Trash
"•Ulaire Attea, Keeper of Dol Guldur",Movie Block (PC),Any,151,0.5298,0.0851,Unknown,2.78,1337,Meta Staple
"•Ulaire Attea, Keeper of Dol Guldur",Expanded (PC),1,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"•Ulaire Attea, Keeper of Dol Guldur",Expanded (PC),2,3,0.0000,0.0082,Unknown,Unknown,1848,Trash
"•Ulaire Attea, Keeper of Dol Guldur",Expanded (PC),Any,5,0.2000,0.0137,Unknown,0.57,1848,Trash
"•Ulaire Attea, Keeper of Dol Guldur",All Blocks (PC),Any,385,0.5247,0.1097,Unknown,9.92,3741,Over Played?
"Black Breath",Fellowship Block (PC),1,15,0.4000,0.0109,Unknown,Unknown,556,outlier
"Black Breath",Fellowship Block (PC),2,77,0.4545,0.0562,Unknown,Unknown,556,outlier
"Black Breath",Fellowship Block (PC),3,71,0.5493,0.0518,Unknown,Unknown,556,outlier
"Black Breath",Fellowship Block (PC),4,66,0.5758,0.0482,Unknown,Unknown,556,outlier
"Black Breath",Fellowship Block (PC),Any,229,0.5153,0.1672,Unknown,2.26,556,High Play Rate
"Black Breath",Expanded (PC),2,4,0.2500,0.0109,Unknown,Unknown,1848,Redeemable?
"Black Breath",Expanded (PC),3,4,0.5000,0.0109,Unknown,Unknown,1848,outlier
"Black Breath",Expanded (PC),Any,8,0.3750,0.0219,Unknown,0.91,1848,Redeemable?
"Black Breath",Movie Block (PC),1,10,0.4000,0.0056,Unknown,Unknown,1337,outlier
"Black Breath",Movie Block (PC),2,6,0.5000,0.0034,Unknown,Unknown,1337,outlier
"Black Breath",Movie Block (PC),3,7,0.4286,0.0039,Unknown,Unknown,1337,outlier
"Black Breath",Movie Block (PC),4,10,0.2000,0.0056,Unknown,Unknown,1337,Trash
"Black Breath",Movie Block (PC),Any,33,0.3636,0.0186,Unknown,0.61,1337,Redeemable?
"Black Breath",All Blocks (PC),Any,270,0.4926,0.0769,Unknown,6.95,3741,Meta Staple
"•Orophin, Lorien Bowman",Fellowship Block (PC),1,388,0.5438,0.2832,Unknown,Unknown,556,outlier
"•Orophin, Lorien Bowman",Fellowship Block (PC),2,64,0.6406,0.0467,Unknown,Unknown,556,outlier
"•Orophin, Lorien Bowman",Fellowship Block (PC),Any,452,0.5575,0.3299,Unknown,4.45,556,Meta Staple
"•Orophin, Lorien Bowman",Movie Block (PC),1,31,0.2903,0.0175,Unknown,Unknown,1337,Redeemable?
"•Orophin, Lorien Bowman",Movie Block (PC),Any,31,0.2903,0.0175,Unknown,0.57,1337,Redeemable?
"•Orophin, Lorien Bowman",Expanded (PC),1,4,0.7500,0.0109,Unknown,Unknown,1848,outlier
"•Orophin, Lorien Bowman",Expanded (PC),Any,4,0.7500,0.0109,Unknown,0.46,1848,outlier
"•Orophin, Lorien Bowman",All Blocks (PC),Any,487,0.5421,0.1387,Unknown,12.54,3741,Over Played?
"•Aragorn, King in Exile",Fellowship Block (PC),1,161,0.5776,0.1175,Unknown,Unknown,556,outlier
"•Aragorn, King in Exile",Fellowship Block (PC),2,20,0.4000,0.0146,Unknown,Unknown,556,outlier
"•Aragorn, King in Exile",Fellowship Block (PC),3,90,0.4444,0.0657,Unknown,Unknown,556,outlier
"•Aragorn, King in Exile",Fellowship Block (PC),4,87,0.6092,0.0635,Unknown,Unknown,556,outlier
"•Aragorn, King in Exile",Fellowship Block (PC),Any,358,0.5419,0.2613,Unknown,3.53,556,Meta Staple
"•Aragorn, King in Exile",Movie Block (PC),1,108,0.7130,0.0609,Unknown,Unknown,1337,outlier
"•Aragorn, King in Exile",Movie Block (PC),2,7,0.7143,0.0039,Unknown,Unknown,1337,outlier
"•Aragorn, King in Exile",Movie Block (PC),3,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"•Aragorn, King in Exile",Movie Block (PC),4,43,0.5581,0.0242,Unknown,Unknown,1337,outlier
"•Aragorn, King in Exile",Movie Block (PC),Any,159,0.6730,0.0896,Unknown,2.93,1337,Meta Dominating Power Picks
"•Aragorn, King in Exile",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Aragorn, King in Exile",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Aragorn, King in Exile",Expanded (PC),Any,2,0.0000,0.0055,Unknown,0.23,1848,Trash
"•Aragorn, King in Exile",All Blocks (PC),Any,519,0.5800,0.1479,Unknown,13.37,3741,Over Played?
"Relentless Charge",Fellowship Block (PC),1,18,0.5000,0.0131,Unknown,Unknown,556,outlier
"Relentless Charge",Fellowship Block (PC),2,63,0.5238,0.0460,Unknown,Unknown,556,outlier
"Relentless Charge",Fellowship Block (PC),3,29,0.5517,0.0212,Unknown,Unknown,556,outlier
"Relentless Charge",Fellowship Block (PC),4,38,0.5263,0.0277,Unknown,Unknown,556,outlier
"Relentless Charge",Fellowship Block (PC),Any,148,0.5270,0.1080,Unknown,1.46,556,Average
"Relentless Charge",Movie Block (PC),1,25,0.3200,0.0141,Unknown,Unknown,1337,Redeemable?
"Relentless Charge",Movie Block (PC),2,14,0.4286,0.0079,Unknown,Unknown,1337,outlier
"Relentless Charge",Movie Block (PC),4,3,0.3333,0.0017,Unknown,Unknown,1337,Redeemable?
"Relentless Charge",Movie Block (PC),Any,42,0.3571,0.0237,Unknown,0.77,1337,Redeemable?
"Relentless Charge",Expanded (PC),2,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Relentless Charge",Expanded (PC),Any,1,1.0000,0.0027,Unknown,0.11,1848,All it does is Win
"Relentless Charge",All Blocks (PC),Any,191,0.4921,0.0544,Unknown,4.92,3741,Meta Staple
"•Arwen, Daughter of Elrond",Fellowship Block (PC),1,729,0.5501,0.5321,Unknown,Unknown,556,outlier
"•Arwen, Daughter of Elrond",Fellowship Block (PC),2,11,0.3636,0.0080,Unknown,Unknown,556,Redeemable?
"•Arwen, Daughter of Elrond",Fellowship Block (PC),3,9,0.4444,0.0066,Unknown,Unknown,556,outlier
"•Arwen, Daughter of Elrond",Fellowship Block (PC),Any,749,0.5461,0.5467,Unknown,7.38,556,Meta Staple
"•Arwen, Daughter of Elrond",Movie Block (PC),1,9,0.4444,0.0051,Unknown,Unknown,1337,outlier
"•Arwen, Daughter of Elrond",Movie Block (PC),2,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"•Arwen, Daughter of Elrond",Movie Block (PC),Any,10,0.4000,0.0056,Unknown,0.18,1337,Low Play Rate
"•Arwen, Daughter of Elrond",All Blocks (PC),Any,759,0.5441,0.2162,Unknown,19.55,3741,Over Played?
"•Boromir, Lord of Gondor",Fellowship Block (PC),1,104,0.4712,0.0759,Unknown,Unknown,556,outlier
"•Boromir, Lord of Gondor",Fellowship Block (PC),2,92,0.5761,0.0672,Unknown,Unknown,556,outlier
"•Boromir, Lord of Gondor",Fellowship Block (PC),3,49,0.6735,0.0358,Unknown,Unknown,556,outlier
"•Boromir, Lord of Gondor",Fellowship Block (PC),4,4,0.5000,0.0029,Unknown,Unknown,556,outlier
"•Boromir, Lord of Gondor",Fellowship Block (PC),Any,249,0.5502,0.1818,Unknown,2.45,556,High Play Rate
"•Boromir, Lord of Gondor",Movie Block (PC),1,13,0.3846,0.0073,Unknown,Unknown,1337,Redeemable?
"•Boromir, Lord of Gondor",Movie Block (PC),2,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"•Boromir, Lord of Gondor",Movie Block (PC),3,28,0.3929,0.0158,Unknown,Unknown,1337,Redeemable?
"•Boromir, Lord of Gondor",Movie Block (PC),Any,42,0.3810,0.0237,Unknown,0.77,1337,Redeemable?
